source_url,source_title,source_sidebar_label,source_h1,source_description,normalized_path,nav_section,converted_file,status,notes
https://developer.zuora.com/sdk-changelogs/java/changelog-3170/,Java client library 3.17.0 changelog,3.17.0,Java client library 3.17.0 changelog,,/sdk-changelogs/java/changelog-3170,Documentation,sdk-changelogs/java/changelog-3170.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/java/changelog-3180/,Java client library 3.18.0 changelog,3.18.0,Java client library 3.18.0 changelog,,/sdk-changelogs/java/changelog-3180,Documentation,sdk-changelogs/java/changelog-3180.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/java/changelog-3190/,Java client library 3.19.0 changelog,3.19.0,Java client library 3.19.0 changelog,,/sdk-changelogs/java/changelog-3190,Documentation,sdk-changelogs/java/changelog-3190.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/java/changelog-3200/,Java client library 3.20.0 changelog,3.20.0,Java client library 3.20.0 changelog,,/sdk-changelogs/java/changelog-3200,Documentation,sdk-changelogs/java/changelog-3200.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/java/changelog-330/,Java client library 3.3.0 changelog,3.3.0,Java client library 3.3.0 changelog,,/sdk-changelogs/java/changelog-330,Documentation,sdk-changelogs/java/changelog-330.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/java/changelog-340/,Java client library 3.4.0 changelog,3.4.0,Java client library 3.4.0 changelog,,/sdk-changelogs/java/changelog-340,Documentation,sdk-changelogs/java/changelog-340.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/java/changelog-350/,Java client library 3.5.0 changelog,3.5.0,Java client library 3.5.0 changelog,,/sdk-changelogs/java/changelog-350,Documentation,sdk-changelogs/java/changelog-350.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/java/changelog-360/,Java client library 3.6.0 changelog,3.6.0,Java client library 3.6.0 changelog,,/sdk-changelogs/java/changelog-360,Documentation,sdk-changelogs/java/changelog-360.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/java/changelog-370/,Java client library 3.7.0 changelog,3.7.0,Java client library 3.7.0 changelog,,/sdk-changelogs/java/changelog-370,Documentation,sdk-changelogs/java/changelog-370.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/java/changelog-380/,Java client library 3.8.0 changelog,3.8.0,Java client library 3.8.0 changelog,,/sdk-changelogs/java/changelog-380,Documentation,sdk-changelogs/java/changelog-380.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/java/changelog-390/,Java client library 3.9.0 changelog,3.9.0,Java client library 3.9.0 changelog,,/sdk-changelogs/java/changelog-390,Documentation,sdk-changelogs/java/changelog-390.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-3100/,Node.js client library 3.10.0 changelog,3.10.0,Node.js client library 3.10.0 changelog,,/sdk-changelogs/nodejs/changelog-3100,Documentation,sdk-changelogs/nodejs/changelog-3100.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-3110/,Node.js client library 3.11.0 changelog,3.11.0,Node.js client library 3.11.0 changelog,,/sdk-changelogs/nodejs/changelog-3110,Documentation,sdk-changelogs/nodejs/changelog-3110.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-3120/,Node.js client library 3.12.0 changelog,3.12.0,Node.js client library 3.12.0 changelog,,/sdk-changelogs/nodejs/changelog-3120,Documentation,sdk-changelogs/nodejs/changelog-3120.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-3130/,Node.js client library 3.13.0 changelog,3.13.0,Node.js client library 3.13.0 changelog,,/sdk-changelogs/nodejs/changelog-3130,Documentation,sdk-changelogs/nodejs/changelog-3130.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-3140/,Node.js client library 3.14.0 changelog,3.14.0,Node.js client library 3.14.0 changelog,,/sdk-changelogs/nodejs/changelog-3140,Documentation,sdk-changelogs/nodejs/changelog-3140.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-3150/,Node.js client library 3.15.0 changelog,3.15.0,Node.js client library 3.15.0 changelog,,/sdk-changelogs/nodejs/changelog-3150,Documentation,sdk-changelogs/nodejs/changelog-3150.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-3160/,Node.js client library 3.16.0 changelog,3.16.0,Node.js client library 3.16.0 changelog,,/sdk-changelogs/nodejs/changelog-3160,Documentation,sdk-changelogs/nodejs/changelog-3160.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-3170/,Node.js client library 3.17.0 changelog,3.17.0,Node.js client library 3.17.0 changelog,,/sdk-changelogs/nodejs/changelog-3170,Documentation,sdk-changelogs/nodejs/changelog-3170.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-3180/,Node.js client library 3.18.0 changelog,3.18.0,Node.js client library 3.18.0 changelog,,/sdk-changelogs/nodejs/changelog-3180,Documentation,sdk-changelogs/nodejs/changelog-3180.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-3190/,Node.js client library 3.19.0 changelog,3.19.0,Node.js client library 3.19.0 changelog,,/sdk-changelogs/nodejs/changelog-3190,Documentation,sdk-changelogs/nodejs/changelog-3190.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-3200/,Node.js client library 3.20.0 changelog,3.20.0,Node.js client library 3.20.0 changelog,,/sdk-changelogs/nodejs/changelog-3200,Documentation,sdk-changelogs/nodejs/changelog-3200.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-330/,Node.js client library 3.3.0 changelog,3.3.0,Node.js client library 3.3.0 changelog,,/sdk-changelogs/nodejs/changelog-330,Documentation,sdk-changelogs/nodejs/changelog-330.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-340/,Node.js client library 3.4.0 changelog,3.4.0,Node.js client library 3.4.0 changelog,,/sdk-changelogs/nodejs/changelog-340,Documentation,sdk-changelogs/nodejs/changelog-340.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-350/,Node.js client library 3.5.0 changelog,3.5.0,Node.js client library 3.5.0 changelog,,/sdk-changelogs/nodejs/changelog-350,Documentation,sdk-changelogs/nodejs/changelog-350.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-360/,Node.js client library 3.6.0 changelog,3.6.0,Node.js client library 3.6.0 changelog,,/sdk-changelogs/nodejs/changelog-360,Documentation,sdk-changelogs/nodejs/changelog-360.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-370/,Node.js client library 3.7.0 changelog,3.7.0,Node.js client library 3.7.0 changelog,,/sdk-changelogs/nodejs/changelog-370,Documentation,sdk-changelogs/nodejs/changelog-370.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-380/,Node.js client library 3.8.0 changelog,3.8.0,Node.js client library 3.8.0 changelog,,/sdk-changelogs/nodejs/changelog-380,Documentation,sdk-changelogs/nodejs/changelog-380.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/nodejs/changelog-390/,Node.js client library 3.9.0 changelog,3.9.0,Node.js client library 3.9.0 changelog,,/sdk-changelogs/nodejs/changelog-390,Documentation,sdk-changelogs/nodejs/changelog-390.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-3100/,Python client library 3.10.0 changelog,3.10.0,Python client library 3.10.0 changelog,,/sdk-changelogs/python/changelog-3100,Documentation,sdk-changelogs/python/changelog-3100.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-3110/,Python client library 3.11.0 changelog,3.11.0,Python client library 3.11.0 changelog,,/sdk-changelogs/python/changelog-3110,Documentation,sdk-changelogs/python/changelog-3110.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-3120/,Python client library 3.12.0 changelog,3.12.0,Python client library 3.12.0 changelog,,/sdk-changelogs/python/changelog-3120,Documentation,sdk-changelogs/python/changelog-3120.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-3130/,Python client library 3.13.0 changelog,3.13.0,Python client library 3.13.0 changelog,,/sdk-changelogs/python/changelog-3130,Documentation,sdk-changelogs/python/changelog-3130.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-3140/,Python client library 3.14.0 changelog,3.14.0,Python client library 3.14.0 changelog,,/sdk-changelogs/python/changelog-3140,Documentation,sdk-changelogs/python/changelog-3140.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-3150/,Python client library 3.15.0 changelog,3.15.0,Python client library 3.15.0 changelog,,/sdk-changelogs/python/changelog-3150,Documentation,sdk-changelogs/python/changelog-3150.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-3160/,Python client library 3.16.0 changelog,3.16.0,Python client library 3.16.0 changelog,,/sdk-changelogs/python/changelog-3160,Documentation,sdk-changelogs/python/changelog-3160.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-3170/,Python client library 3.17.0 changelog,3.17.0,Python client library 3.17.0 changelog,,/sdk-changelogs/python/changelog-3170,Documentation,sdk-changelogs/python/changelog-3170.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-3180/,Python client library 3.18.0 changelog,3.18.0,Python client library 3.18.0 changelog,,/sdk-changelogs/python/changelog-3180,Documentation,sdk-changelogs/python/changelog-3180.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-3190/,Python client library 3.19.0 changelog,3.19.0,Python client library 3.19.0 changelog,,/sdk-changelogs/python/changelog-3190,Documentation,sdk-changelogs/python/changelog-3190.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-3200/,Python client library 3.20.0 changelog,3.20.0,Python client library 3.20.0 changelog,,/sdk-changelogs/python/changelog-3200,Documentation,sdk-changelogs/python/changelog-3200.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-330/,Python client library 3.3.0 changelog,3.3.0,Python client library 3.3.0 changelog,,/sdk-changelogs/python/changelog-330,Documentation,sdk-changelogs/python/changelog-330.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-340/,Python client library 3.4.0 changelog,3.4.0,Python client library 3.4.0 changelog,,/sdk-changelogs/python/changelog-340,Documentation,sdk-changelogs/python/changelog-340.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-350/,Python client library 3.5.0 changelog,3.5.0,Python client library 3.5.0 changelog,,/sdk-changelogs/python/changelog-350,Documentation,sdk-changelogs/python/changelog-350.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-360/,Python client library 3.6.0 changelog,3.6.0,Python client library 3.6.0 changelog,,/sdk-changelogs/python/changelog-360,Documentation,sdk-changelogs/python/changelog-360.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-370/,Python client library 3.7.0 changelog,3.7.0,Python client library 3.7.0 changelog,,/sdk-changelogs/python/changelog-370,Documentation,sdk-changelogs/python/changelog-370.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-380/,Python client library 3.8.0 changelog,3.8.0,Python client library 3.8.0 changelog,,/sdk-changelogs/python/changelog-380,Documentation,sdk-changelogs/python/changelog-380.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-changelogs/python/changelog-390/,Python client library 3.9.0 changelog,3.9.0,Python client library 3.9.0 changelog,,/sdk-changelogs/python/changelog-390,Documentation,sdk-changelogs/python/changelog-390.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-references/csharp-sdk-reference/,C# client library reference,C#,C# client library reference,,/sdk-references/csharp-sdk-reference,Documentation,sdk-references/csharp-sdk-reference.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-references/java-sdk-reference/,Java client library reference,Java,Java client library reference,,/sdk-references/java-sdk-reference,Documentation,sdk-references/java-sdk-reference.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-references/node-sdk-reference/,Node.js client library reference,Node.js,Node.js client library reference,,/sdk-references/node-sdk-reference,Documentation,sdk-references/node-sdk-reference.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/sdk-references/python-sdk-reference/,Python client library reference,Python,Python client library reference,,/sdk-references/python-sdk-reference,Documentation,sdk-references/python-sdk-reference.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/v1-api-reference/api-object-names/,API object names for Describe,API object names for Describe,API object names for Describe,,/v1-api-reference/api-object-names,API reference,v1-api-reference/api-object-names.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/v1-api-reference/api-upgrade-guide/,API upgrade guide,API upgrade guide,API upgrade guide,Introduction about Zuora API changes and guide for upgrading to a later minor version.,/v1-api-reference/api-upgrade-guide,API reference,v1-api-reference/api-upgrade-guide.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/v1-api-reference/api-upgrades/,API upgrades,API upgrades,API upgrades,Changelog for backward-incompatible changes made to the v1 API,/v1-api-reference/api-upgrades,API reference,v1-api-reference/api-upgrades.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/v1-api-reference/api-versions/,Introduction to Zuora API Versions,Introduction to API versions,Introduction to Zuora API Versions,Introduction to the major version and minor version of the v1 API.,/v1-api-reference/api-versions,API reference,v1-api-reference/api-versions.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/v1-api-reference/cors-rest/,CORS and Zuora v1 API,CORS and Zuora v1 API,CORS and Zuora v1 API,Explains Zuora CORS-enabled APIs and how to make CORS-invoked API calls,/v1-api-reference/cors-rest,API reference,v1-api-reference/cors-rest.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/v1-api-reference/introduction/,Introduction,Introduction,Introduction,"Introduces the v1 API for Billing, Payments, and Central Platform",/v1-api-reference/introduction,API reference,v1-api-reference/introduction.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/v1-api-reference/object-model/,Zuora object model,Zuora object model,Zuora object model,Describes the Zuora object model,/v1-api-reference/object-model,API reference,v1-api-reference/object-model.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/which-api-to-use/,Which API should I use for integration?,,Which API should I use for integration?,,/which-api-to-use,Documentation,which-api-to-use.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-api-reference/zephr-api-introduction/,Introduction,Introduction,Introduction,,/zephr-api-reference/zephr-api-introduction,API reference,zephr-api-reference/zephr-api-introduction.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/others/deliverability-of-emails/,Deliverability of emails,Deliverability of emails,Deliverability of emails,,/zephr-docs/others/deliverability-of-emails,Documentation,zephr-docs/others/deliverability-of-emails.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/others/form-pre-post-processing/,Form pre/post processing,Form pre/post processing,Form pre/post processing,,/zephr-docs/others/form-pre-post-processing,Documentation,zephr-docs/others/form-pre-post-processing.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/others/integrating-with-a-third-party-id/,Integrating with third party ID system,Integrating with a third-party identity system,Integrating with third party ID system,,/zephr-docs/others/integrating-with-a-third-party-id,Documentation,zephr-docs/others/integrating-with-a-third-party-id.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/others/integrating-with-amp-web-component/,Integrating with AMP Web Component Frameworks,Integrating with AMP web component frameworks,Integrating with AMP Web Component Frameworks,,/zephr-docs/others/integrating-with-amp-web-component,Documentation,zephr-docs/others/integrating-with-amp-web-component.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/others/outbound-ip-from-zephr/,Outbound IP addresses from Zephr,Outbound IP addresses from Zephr,Outbound IP addresses from Zephr,,/zephr-docs/others/outbound-ip-from-zephr,Documentation,zephr-docs/others/outbound-ip-from-zephr.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/others/single-sign-on-for-zephr-sites/,Single Sign-On For Zephr sites,Single sign-on for Zephr sites,Single Sign-On For Zephr sites,,/zephr-docs/others/single-sign-on-for-zephr-sites,Documentation,zephr-docs/others/single-sign-on-for-zephr-sites.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/zephr-api/zephr-api-tutorials/exporting-users/,Exporting users,Exporting users,Exporting users,,/zephr-docs/zephr-api/zephr-api-tutorials/exporting-users,Documentation,zephr-docs/zephr-api/zephr-api-tutorials/exporting-users.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/zephr-api/zephr-api-tutorials/foreign-keys/,Foreign keys,Foreign keys,Foreign keys,,/zephr-docs/zephr-api/zephr-api-tutorials/foreign-keys,Documentation,zephr-docs/zephr-api/zephr-api-tutorials/foreign-keys.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/zephr-api/zephr-api-tutorials/hmac-request-signing-and-key-pair/,HMAC request signing and key pair,HMAC request signing and key pair,HMAC request signing and key pair,,/zephr-docs/zephr-api/zephr-api-tutorials/hmac-request-signing-and-key-pair,Documentation,zephr-docs/zephr-api/zephr-api-tutorials/hmac-request-signing-and-key-pair.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/zephr-api/zephr-api-tutorials/oauth-on-android-using-the-public-api/,OAuth on Android using the Public API,OAuth on Android using the Public API,OAuth on Android using the Public API,,/zephr-docs/zephr-api/zephr-api-tutorials/oauth-on-android-using-the-public-api,Documentation,zephr-docs/zephr-api/zephr-api-tutorials/oauth-on-android-using-the-public-api.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/zephr-api/zephr-api-tutorials/on-site-oauth-with-the-public-api/,On-site OAuth with the Public API,On-site OAuth with the Public API,On-site OAuth with the Public API,,/zephr-docs/zephr-api/zephr-api-tutorials/on-site-oauth-with-the-public-api,Documentation,zephr-docs/zephr-api/zephr-api-tutorials/on-site-oauth-with-the-public-api.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/zephr-sdk/overview/,Zephr SDK,Libraries,Zephr SDK,,/zephr-docs/zephr-sdk/overview,Documentation,zephr-docs/zephr-sdk/overview.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/zephr-sdk/zephr-sdk-reference/browser-sdk/,Browser SDK,Browser SDK,Browser SDK,,/zephr-docs/zephr-sdk/zephr-sdk-reference/browser-sdk,Documentation,zephr-docs/zephr-sdk/zephr-sdk-reference/browser-sdk.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/zephr-sdk/zephr-sdk-reference/javascript-sdk/,JavaScript SDK,JavaScript SDK,JavaScript SDK,,/zephr-docs/zephr-sdk/zephr-sdk-reference/javascript-sdk,Documentation,zephr-docs/zephr-sdk/zephr-sdk-reference/javascript-sdk.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/zephr-sdk/zephr-sdk-reference/php-sdk/,PHP SDK,PHP SDK,PHP SDK,,/zephr-docs/zephr-sdk/zephr-sdk-reference/php-sdk,Documentation,zephr-docs/zephr-sdk/zephr-sdk-reference/php-sdk.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/zephr-sdk/zephr-sdk-reference/swift-sdk/,Swift SDK,Swift SDK,Swift SDK,,/zephr-docs/zephr-sdk/zephr-sdk-reference/swift-sdk,Documentation,zephr-docs/zephr-sdk/zephr-sdk-reference/swift-sdk.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/zephr-sdk/zephr-sdk-tutorials/oauth-on-ios-using-the-swift-sdk/,OAuth on iOS using the Swift SDK,OAuth on iOS using the Swift SDK,OAuth on iOS using the Swift SDK,,/zephr-docs/zephr-sdk/zephr-sdk-tutorials/oauth-on-ios-using-the-swift-sdk,Documentation,zephr-docs/zephr-sdk/zephr-sdk-tutorials/oauth-on-ios-using-the-swift-sdk.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/zephr-docs/zephr-sdk/zephr-sdk-tutorials/server-side-integration-guide-using-zephr-javascript-sdk/,Server-side integration guide using Zephr JavaScript SDK,Server-side integration guide using Zephr JavaScript SDK,Server-side integration guide using Zephr JavaScript SDK,,/zephr-docs/zephr-sdk/zephr-sdk-tutorials/server-side-integration-guide-using-zephr-javascript-sdk,Documentation,zephr-docs/zephr-sdk/zephr-sdk-tutorials/server-side-integration-guide-using-zephr-javascript-sdk.md,done,Converted from Redocly Markdoc to Mintlify MDX-compatible Markdown.
https://developer.zuora.com/archive/active-rating/active-rating-api/openapi.yaml/,openapi,,,,/archive/active-rating/active-rating-api/openapi.yaml,API reference,archive/active-rating/active-rating-api/openapi.yaml,done,Converted from Swagger 2.0 to OpenAPI 3.0; route-preserving filename retained.
https://developer.zuora.com/other-api/revenue.yaml/,revenue,,,,/other-api/revenue.yaml,API reference,other-api/revenue.yaml,done,Converted from Swagger 2.0 to OpenAPI 3.0; route-preserving filename retained.
https://developer.zuora.com/v1-api-reference/older-api.yaml/,older-api,,,,/v1-api-reference/older-api.yaml,API reference,v1-api-reference/older-api.yaml,done,Converted from Swagger 2.0 to OpenAPI 3.0; route-preserving filename retained.
